QueryID,ResponseID,QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
10,10,Counter-Strike,Counter-Strike,Nov 1 2000,0,0,1,0,88,0,1,68991,1,13,13033334.0,92789.0,9140731.0,78136.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
20,20,Team Fortress Classic,Team Fortress Classic,Apr 1 1999,0,0,1,0,0,0,1,2439,1,5,5399140.0,60368.0,753627.0,22699.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
30,30,Day of Defeat,Day of Defeat,May 1 2003,0,0,1,0,79,0,1,2319,1,5,7621102.0,71499.0,1709740.0,34145.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
40,40,Deathmatch Classic,Deathmatch Classic,Jun 1 2001,0,0,1,0,0,0,1,888,1,4,7498965.0,70936.0,789676.0,23235.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
50,50,Half-Life: Opposing Force,Half-Life: Opposing Force,Nov 1 1999,0,0,1,0,0,0,1,2934,1,5,5399499.0,60370.0,705741.0,21968.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
60,60,Ricochet,Ricochet,Nov 1 2000,0,0,1,0,0,0,1,1965,1,4,7488563.0,70888.0,843481.0,24011.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
70,70,Half-Life,Half-Life,Nov 8 1998,0,0,1,1,96,0,1,12486,1,11,5927504.0,63206.0,2268772.0,39303.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
80,80,Counter-Strike: Condition Zero,Counter-Strike: Condition Zero,Mar 1 2004,0,0,1,0,65,0,1,7067,1,8,10489261.0,83543.0,4127910.0,52878.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
80,80,Counter-Strike: Condition Zero,Counter-Strike: Condition Zero,Mar 1 2004,0,0,1,0,65,0,1,7067,1,8,10489261.0,83543.0,4127910.0,52878.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
130,130,Half-Life: Blue Shift,Half-Life: Blue Shift,Jun 1 2001,0,0,1,0,71,0,1,2219,1,5,5368650.0,60199.0,662517.0,21286.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
220,220,Half-Life 2,Half-Life 2,Nov 16 2004,0,1,1,1,96,2,2,35792,1,9,9901173.0,81234.0,5695963.0,61979.0,33.0,10.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
240,240,Counter-Strike: Source,Counter-Strike: Source,Nov 1 2004,0,0,1,0,88,0,1,53931,1,5,15433570.0,100626.0,11472993.0,87251.0,147.0,10.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
280,280,Half-Life: Source,Half-Life: Source,Jun 1 2004,0,0,1,0,0,0,1,2547,1,4,2983660.0,45027.0,695697.0,21811.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
300,300,Day of Defeat: Source,Day of Defeat: Source,Jul 12 2010,0,0,1,0,80,3,1,7185,1,5,6400269.0,65635.0,2895778.0,44364.0,54.0,10.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
320,320,Half-Life 2: Deathmatch,Half-Life 2: Deathmatch,Nov 1 2004,0,0,1,0,0,0,2,4328,1,5,14001822.0,96041.0,3598829.0,49409.0,0.0,0.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
340,340,Half-Life 2: Lost Coast,Half-Life 2: Lost Coast,Oct 27 2005,0,0,1,0,0,0,0,4352,1,5,14844765.0,98771.0,2885376.0,44285.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
360,360,Half-Life Deathmatch: Source,Half-Life Deathmatch: Source,May 1 2006,0,0,1,0,0,0,1,864,1,5,6796273.0,67597.0,388292.0,16301.0,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
380,380,Half-Life 2: Episode One,Half-Life 2: Episode One,Jun 1 2006,0,0,1,1,87,5,2,4437,1,5,6298399.0,65120.0,2478611.0,41068.0,13.0,10.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
400,400,Portal,Portal,Oct 10 2007,0,1,1,1,90,1,2,27535,1,11,9795716.0,80813.0,6864247.0,67928.0,15.0,10.0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
420,420,Half-Life 2: Episode Two,Half-Life 2: Episode Two,Oct 10 2007,0,0,1,1,90,7,2,6104,1,5,5735062.0,62188.0,2240435.0,39058.0,22.0,10.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
440,440,Team Fortress 2,Team Fortress 2,Oct 10 2007,0,0,1,0,92,16,1,383949,1,11,37878812.0,152480.0,37878812.0,152480.0,520.0,10.0,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False, ,0.0,0.0
500,500,Left 4 Dead,Left 4 Dead,Nov 17 2008,0,0,1,0,89,6,2,9980,1,12,4473517.0,55021.0,3107949.0,45947.0,73.0,10.0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
550,550,Left 4 Dead 2,Left 4 Dead 2,Nov 16 2009,0,0,1,0,89,3,1,140726,1,17,15574539.0,101064.0,13583400.0,94652.0,70.0,10.0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
570,570,Dota 2,Dota 2,Jul 9 2013,0,0,1,0,90,4,0,590480,1,16,90687580.0,215972.0,90687580.0,215972.0,0.0,0.0,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False, ,0.0,0.0
620,620,Portal 2,Portal 2,Apr 18 2011,0,0,1,1,95,17,3,73128,1,12,8741499.0,76454.0,7282849.0,69928.0,51.0,10.0,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
630,630,Alien Swarm,Alien Swarm,Jul 19 2010,0,0,1,0,77,2,0,14625,1,10,4819841.0,57083.0,4819841.0,57083.0,66.0,10.0,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
620,620,Portal 2,Portal 2,Apr 18 2011,0,0,1,1,95,17,3,73128,1,12,8741499.0,76454.0,7282849.0,69928.0,51.0,10.0,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
730,730,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Aug 21 2012,0,0,1,0,83,8,1,1427633,1,15,25833156.0,128228.0,25150372.0,126650.0,167.0,10.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
1002,1002,Rag Doll Kung Fu,Rag Doll Kung Fu,Oct 12 2005,0,1,1,0,69,1,1,0,1,5,35332.0,4919.0,12913.0,2974.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1200,1200,Red Orchestra: Ostfront 41-45,Red Orchestra: Ostfront 41-45,Mar 14 2006,0,0,1,0,81,6,2,1220,1,37,940689.0,25354.0,515451.0,18779.0,44.0,10.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1250,1250,Killing Floor,Killing Floor,May 14 2009,17,0,1,21,72,0,4,44364,1,39,3496958.0,48712.0,2989220.0,45069.0,285.0,10.0,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
1300,1300,SiN Episodes: Emergence,SiN Episodes: Emergence,May 10 2006,0,0,1,0,75,1,1,385,1,5,219883.0,12270.0,69767.0,6913.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1300,1300,SiN Episodes: Emergence,SiN Episodes: Emergence,May 10 2006,0,0,1,0,75,1,1,385,1,5,219883.0,12270.0,69767.0,6913.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1300,1300,SiN Episodes: Emergence,SiN Episodes: Emergence,May 10 2006,0,0,1,0,75,1,1,385,1,5,219883.0,12270.0,69767.0,6913.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1500,1500,Darwinia,Darwinia,Jul 14 2005,0,1,1,0,84,2,4,444,1,5,674354.0,21475.0,214861.0,12129.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
1510,1510,Uplink,Uplink,Aug 23 2006,0,0,1,0,75,1,2,1240,1,4,728339.0,22316.0,314938.0,14683.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
1520,1520,DEFCON,DEFCON,Sep 29 2006,0,1,1,0,84,0,3,1655,1,5,811736.0,23556.0,451423.0,17575.0,22.0,10.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
1530,1530,Multiwinia,Multiwinia,Sep 19 2008,0,1,1,0,76,7,3,340,1,16,619832.0,20590.0,139534.0,9775.0,12.0,10.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
1600,1600,Dangerous Waters,Dangerous Waters,Feb 7 2006,0,0,1,0,82,1,2,112,1,8,53087.0,6030.0,22957.0,3965.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99
1610,1610,Space Empires IV Deluxe,Space Empires IV Deluxe,Feb 7 2006,0,0,1,0,79,0,2,0,1,5,69946.0,6922.0,31566.0,4650.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
1620,1620,Jagged Alliance 2,Jagged Alliance 2 Gold,Jul 6 2006,0,0,1,0,0,0,1,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
1630,1630,Disciples II: Rise of the Elves,Disciples II: Rise of the Elves,Jul 6 2006,0,0,1,0,80,0,1,299,1,13,106175.0,8527.0,48783.0,5780.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,6.49,6.49
1640,1640,Disciples II: Gallean's Return,Disciples II: Galleans Return,Jul 6 2006,0,0,1,0,84,0,1,400,1,4,113708.0,8825.0,60800.0,6453.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,6.49,6.49
1670,1670,Iron Warriors: T-72 Tank Command,Iron Warriors: T - 72 Tank Command,Jul 26 2006,0,0,1,0,56,0,1,210,1,5,43403.0,5452.0,17218.0,3434.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
1690,1690,Space Empires V,Space Empires V,Oct 16 2006,0,0,1,0,68,0,2,204,1,5,69408.0,6895.0,38740.0,5151.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,14.99,14.99
1700,1700,Arx Fatalis,Arx Fatalis,Apr 3 2007,0,1,1,0,77,0,1,389,1,10,119806.0,9058.0,57033.0,6250.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,4.99,4.99
1840,1840,Source Filmmaker,Source Filmmaker,Jul 10 2012,0,0,1,0,0,1,0,10079,1,6,1146403.0,27981.0,1146403.0,27981.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0
1900,1900,Earth 2160,Earth 2160,Apr 1 2006,0,0,1,0,73,3,1,412,2,9,236024.0,12712.0,94876.0,8061.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
1930,1930,Two Worlds: Epic Edition,Two Worlds Epic Edition,Apr 30 2009,17,0,1,1,65,1,2,2399,1,16,942661.0,25380.0,416629.0,16885.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
2100,2100,Dark Messiah of Might & Magic Single Player,Dark Messiah of Might & Magic,Oct 25 2006,17,1,1,0,72,4,1,2776,1,6,966156.0,25694.0,405509.0,16659.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
2100,2100,Dark Messiah of Might & Magic Single Player,Dark Messiah of Might & Magic,Oct 25 2006,17,1,1,0,72,4,1,2776,1,6,966156.0,25694.0,405509.0,16659.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
2200,2200,Quake III Arena,Quake III Arena,Aug 3 2007,0,1,1,0,0,0,2,656,1,5,319063.0,14778.0,141686.0,9850.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
2210,2210,Quake 4,Quake IV,Aug 4 2011,17,0,1,0,81,1,1,509,1,15,173790.0,10909.0,93082.0,7984.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
2270,2270,Wolfenstein 3D,Wolfenstein 3D,Aug 3 2007,0,0,1,0,0,0,2,1061,1,5,288035.0,14042.0,134871.0,9611.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2280,2280,The Ultimate DOOM,Ultimate Doom,Aug 3 2007,0,0,1,0,0,0,2,2000,1,5,446580.0,17481.0,234051.0,12659.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2290,2290,Final DOOM,Final DOOM,Aug 3 2007,0,0,1,0,0,0,2,389,1,6,374123.0,16002.0,116577.0,8935.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2300,2300,DOOM II: Hell on Earth,DOOM II,Aug 3 2007,0,0,1,0,83,0,2,1279,1,5,443890.0,17428.0,194594.0,11543.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2310,2310,Quake,QUAKE,Aug 3 2007,0,0,1,0,94,0,2,1266,1,5,340047.0,15256.0,181860.0,11159.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2320,2320,Quake II,QUAKE II,Aug 3 2007,0,1,1,0,0,0,2,660,1,4,318525.0,14766.0,140969.0,9825.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2330,2330,Quake II: The Reckoning,QUAKE II Mission Pack: The Reckoning,Aug 3 2007,0,0,1,0,0,0,2,0,1,4,279247.0,13826.0,18114.0,3522.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
2340,2340,Quake II: Ground Zero,QUAKE II Mission Pack: Ground Zero,Aug 3 2007,0,0,1,0,0,0,2,0,1,4,278171.0,13800.0,22239.0,3903.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
2350,2350,Quake III: Team Arena,QUAKE III: Team Arena,Aug 3 2007,0,1,1,0,69,1,2,0,1,2,317987.0,14753.0,51115.0,5917.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99
2360,2360,HeXen: Beyond Heretic,HeXen: Beyond Heretic,Aug 3 2007,0,0,1,0,0,0,2,158,1,8,184551.0,11241.0,37305.0,5055.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2370,2370,HeXen: Deathkings of the Dark Citadel,HeXen: Deathkings of the Dark Citadel,Aug 3 2007,0,0,1,0,0,0,2,0,1,20,178632.0,11060.0,17038.0,3416.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2390,2390,Heretic: Shadow of the Serpent Riders,Heretic: Shadow of the Serpent Riders,Aug 3 2007,0,0,1,0,0,0,2,241,1,8,185089.0,11258.0,46452.0,5641.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2400,2400,The Ship,The Ship: Murder Party,Jul 11 2006,0,0,1,0,76,1,1,5026,1,19,1364671.0,30520.0,928313.0,25187.0,0.0,0.0,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
2420,2420,The Ship Single Player,The Ship: Single Player,Nov 20 2006,0,0,1,0,0,1,1,706,1,5,1327366.0,30101.0,366411.0,15836.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0
2450,2450,Bloody Good Time,Bloody Good Time,Oct 29 2010,0,0,1,0,73,1,1,716,1,8,116936.0,8949.0,90392.0,7868.0,12.0,10.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2500,2500,Shadowgrounds,Shadowgrounds,May 8 2006,17,1,1,0,74,1,2,973,1,5,565669.0,19671.0,245530.0,12965.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,6.99,6.99
2520,2520,Gumboy: Crazy Adventures,Gumboy - Crazy Adventures(tm),Dec 19 2006,0,1,1,0,69,1,1,0,1,23,72637.0,7053.0,17397.0,3452.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
2520,2520,Gumboy: Crazy Adventures,Gumboy - Crazy Adventures(tm),Dec 19 2006,0,1,1,0,69,1,1,0,1,23,72637.0,7053.0,17397.0,3452.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
2540,2540,RIP,RIP - Trilogy(tm),Jun 1 2007,0,1,1,0,0,1,1,291,1,8,137920.0,9719.0,34614.0,4869.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
2540,2540,RIP,RIP - Trilogy(tm),Jun 1 2007,0,1,1,0,0,1,1,291,1,8,137920.0,9719.0,34614.0,4869.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
2540,2540,RIP,RIP - Trilogy(tm),Jun 1 2007,0,1,1,0,0,1,1,291,1,8,137920.0,9719.0,34614.0,4869.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
2570,2570,Vigil: Blood Bitterness,Vigil: Blood Bitterness(tm),Jun 29 2007,0,1,1,0,61,0,0,129,0,11,63310.0,6585.0,19908.0,3693.0,0.0,0.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0
2590,2590,Alpha Prime,Alpha Prime,Nov 7 2007,17,1,1,0,59,1,2,984,1,11,312427.0,14624.0,64207.0,6632.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
2600,2600,Vampire: The Masquerade - Bloodlines,Vampire: The Masquerade - Bloodlines,Mar 22 2007,17,0,1,0,80,0,1,3983,1,10,544326.0,19297.0,407303.0,16695.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
2610,2610,GUN,GUN(tm),Oct 13 2006,17,0,1,0,76,1,1,351,1,5,70664.0,6957.0,43044.0,5430.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
2620,2620,Call of Duty,Call of Duty(r),Oct 13 2006,0,0,1,0,91,0,4,851,1,5,223470.0,12369.0,158007.0,10402.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
2630,2630,Call of Duty 2,Call of Duty(r) 2,Oct 13 2006,0,0,2,0,86,0,4,1307,2,5,340226.0,15260.0,255573.0,13228.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
2640,2640,Call of Duty: United Offensive,Call of Duty: United Offensive,Oct 13 2006,0,0,1,0,87,0,4,318,1,5,189034.0,11377.0,96311.0,8122.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,19.99,19.99
2700,2700,RollerCoaster Tycoon 3: Platinum!,RollerCoaster Tycoon(r) 3: Platinum,Mar 12 2008,0,0,2,0,81,1,2,2579,2,8,799182.0,23374.0,722779.0,22231.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,19.99,19.99
2710,2710,Act of War: Direct Action,Act of War: Direct Action,Mar 12 2008,0,0,1,0,82,0,1,109,1,12,22598.0,3934.0,15962.0,3306.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99
2720,2720,ThreadSpace: Hyperbol,ThreadSpace: Hyperbol,Jul 12 2007,0,1,1,0,0,1,3,0,1,8,26544.0,4264.0,5201.0,1887.0,0.0,0.0,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
2780,2780,Arma: Combat Operations,ARMA: Combat Operations,Mar 12 2008,0,0,1,0,74,1,1,181,1,20,45196.0,5564.0,28158.0,4392.0,0.0,0.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
2800,2800,X2: The Threat,X2: The Threat,Jul 21 2006,0,0,1,0,72,1,3,183,1,5,231540.0,12591.0,54881.0,6131.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
2810,2810,X3: Reunion,X3: Reunion,Jul 21 2006,0,0,1,1,71,2,4,280,1,11,357802.0,15649.0,139713.0,9781.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
2820,2820,X3: Terran Conflict,X3: Terran Conflict,Oct 16 2008,0,0,1,3,73,8,5,1262,1,12,544147.0,19294.0,319960.0,14799.0,33.0,10.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,USD,15.99,15.99
2840,2840,X: Beyond the Frontier,X: Beyond the Frontier,Oct 8 2010,0,0,1,0,67,1,3,136,1,6,206611.0,11894.0,54522.0,6111.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,4.99,4.99
2850,2850,X-Tension,X: Tension,Oct 8 2010,0,0,1,0,0,1,3,0,1,4,199975.0,11702.0,26006.0,4220.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,4.99,4.99
2870,2870,X Rebirth,X Rebirth,Nov 15 2013,0,1,1,2,33,3,5,5637,1,10,218806.0,12240.0,200513.0,11717.0,69.0,10.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,USD,29.99,29.99
2900,2900,688(I) Hunter/Killer,688(I) Hunter/Killer,Oct 26 2006,0,0,1,0,0,0,3,0,1,5,40354.0,5257.0,16321.0,3343.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
2910,2910,Fleet Command,Fleet Command,Oct 26 2006,0,0,1,0,0,0,3,0,1,10,40712.0,5281.0,17576.0,3470.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
2920,2920,Sub Command,Sub Command,Oct 26 2006,0,0,1,0,84,0,3,0,1,7,38740.0,5151.0,13810.0,3075.0,0.0,0.0,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
2990,2990,FlatOut 2,FlatOut 2(tm),Dec 21 2006,0,0,1,0,76,1,2,2870,1,10,417346.0,16900.0,281220.0,13875.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,9.99,9.99
